"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024"
1245,1984,"Female",12,"Single (no kids)","High School Diploma","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","Yes","Yes","Giving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","No","Yes","Me","Yes","No","No","No","No","TMI","Yes","No","Tunes","People","No","Yes","No","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes"
1247,1986,"Female",37.5,"Single (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","Yes","TMI","No","No","Talk","People","No","No","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","Online","No","Yes","No","Yes","Grrr people","No","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Rent","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No"
1248,1956,"Male",125,"Single (no kids)",NA,"No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","No","Yes",NA,"Yes","End","No","No",NA,"No","Yes","Yes","No","No","Mysterious","Yes","Yes","Tunes","Technology","No","Yes","Yes",NA,"No","Demanding","No","Mac","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes"
1249,1979,"Female",87.5,"Married (w/kids)","Master's Degree","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","No",NA,NA,NA,NA,"No","Yes","Yes","No","Giving","No","No","Idealist","No","Yes","Cool headed","Standard hours",NA,"Right","Yes",NA,"No","No","A.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","No","No","Mysterious","No","Yes","Talk","People",NA,"Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No",NA,NA,NA,NA,"In-person","No","Yes","Yes","No","Yay people!","Yes","Yes","Yes","Yes","No","No","Yes","No","No",NA,"Yes",NA,"Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes",NA,NA,"Yes","Yes","No","Yes"
1250,1984,"Female",37.5,"Married (no kids)","Doctoral Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes",NA,"Yes","Yes",NA,"Study first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","No","No","Mysterious","Yes","No",NA,NA,"No",NA,"Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"Yes","Yes","Yes","No",NA,NA,NA,NA,"Own","Pessimist","Dad","No",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"Yes"
1251,1976,"Female",87.5,"Married (no kids)","Bachelor's Degree",NA,NA,NA,NA,"No","Yes","Private","Yes","Yes","No","No","Yes","No","Yes","Science",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","No","No","Circumstances","No","No","No","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
1252,1941,"Male",62.5,"Married (no kids)","High School Diploma","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Talk","Technology","Yes","No","No","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
1253,1988,"Male",62.5,"Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","Yes","No","Science","Study first","No","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","P.M.","No","End","Yes","Yes","Me","Yes","Yes","No","No","No","Mysterious","Yes","No","Talk","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
1254,1980,"Male",87.5,"Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","Yes","No","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","Yes","Yes","Demanding","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No"
1255,1977,"Female",NA,"Married (w/kids)",NA,NA,"No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","No","No",NA,"No",NA,"Cool headed","Standard hours","Yes","Happy","Yes","Yes","No",NA,"A.M.","Yes",NA,"Yes","No","Circumstances",NA,NA,NA,NA,"No","TMI","No","Yes","Talk","Technology","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No",NA,"No","No","No","No","Grrr people",NA,"No","No",NA,NA,NA,"No","No","No","No","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes",NA,"Yes","No"
1257,1978,"Female",62.5,"Married (w/kids)","Associate's Degree",NA,"Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","No","No","No","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","No","No","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes"
1258,1962,"Female",125,"Married (w/kids)","Master's Degree",NA,"Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","No","No","Talk","People","No","Yes","No","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Socialize","No","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
1260,1995,"Female",12,"Single (no kids)",NA,NA,"Yes","No","No","No","Yes","Private","No","Yes","No","No","No","No","Yes","Art","Try first",NA,NA,"Yes","No","Receiving","Yes","Yes",NA,"Yes","Yes","Hot headed","Odd hours",NA,NA,"No","Yes",NA,NA,"P.M.",NA,NA,NA,NA,NA,NA,"Yes","No","Yes","No","TMI","Yes",NA,"Tunes","People","No","No","Yes",NA,"No","Supportive",NA,"Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Grrr people",NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","Yes","Rent","Pessimist","Dad","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,1976,"Male",125,"Married (w/kids)","Master's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","Yes","No","Giving","No","No","Idealist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","No","No","Grrr people","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Rent","Pessimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","No","No","Yes","No","Only-child","Yes","Yes","Yes"
1263,1961,"Male",125,"Married (w/kids)","Master's Degree",NA,"Yes","No","Yes","No","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","Yes","Yes",NA,"Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start",NA,"Yes","Circumstances","Yes","No","Yes","No","Yes","Mysterious","No","Yes","Talk","Technology","Yes",NA,NA,NA,NA,"Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
1264,1965,"Female",125,"Married (no kids)","Associate's Degree","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes",NA,"Yes","No","Circumstances","No","No","Yes","No","No","TMI","No","Yes","Tunes","People","No","Yes","Yes",NA,"Yes","Demanding","No","PC","Yes","Risk-friendly",NA,"Umm...","No","Space","No","In-person","Yes",NA,"Yes","Yes","Yay people!","Yes",NA,NA,"Yes",NA,NA,"Yes","Yes",NA,"Yes","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes",NA,"Yes","Yes","No","No"
1265,1989,"Male",NA,"Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Private","Yes","No","Yes","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","No","No","Pragmatist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","No","TMI","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Grrr people","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
1267,1977,"Male",62.5,"Married (w/kids)","High School Diploma",NA,"No",NA,"Yes","No","No","Public",NA,"Yes","No","Yes","No","No",NA,"Science","Study first","No","No","No","No","Giving","Yes","Yes","Idealist","No","Yes",NA,"Standard hours",NA,"Happy",NA,"Yes","Yes",NA,NA,"Yes",NA,"No","No",NA,NA,"No","No",NA,"Yes","TMI",NA,NA,"Talk","Technology","No","Yes","Yes",NA,NA,NA,"No","PC","Yes","Cautious",NA,NA,"No",NA,"No","Online","Yes",NA,NA,NA,"Grrr people","Yes","No","Yes","No","No","No","No","No",NA,"Yes","No","No","Own","Pessimist",NA,"No","Yes",NA,"Yes",NA,NA,"No","No","Yes","Yes","No","Yes",NA,"No",NA
1268,1964,"Female",125,"Married (w/kids)","Associate's Degree",NA,"No","No","No","No","No","Public","Yes","No",NA,"Yes","No","No","Yes","Science","Study first","Yes","Yes",NA,"No","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes",NA,"Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","No","Yes","Tunes","Technology","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","No","Yes","Yes","No","Yay people!","Yes","No","No","No","Yes","No",NA,"No",NA,"Yes","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","No",NA,"Yes",NA,NA,NA,"Yes","Yes","Yes","No","Yes","No"
1269,1966,"Male",170,"Married (w/kids)","Doctoral Degree","No","Yes","No","Yes","No","No","Public",NA,NA,NA,NA,NA,"Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","Mysterious","No","No",NA,NA,NA,NA,NA,NA,"Yes","Supportive","No","PC",NA,"Risk-friendly",NA,"Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes",NA,NA,"Yes"
1270,1994,"Male",62.5,"Single (no kids)","Current Undergraduate","No",NA,"No","No",NA,NA,NA,"Yes","Yes","Yes",NA,NA,"No",NA,"Art","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","Yes","No",NA,NA,"No",NA,NA,"Yes",NA,"Yes",NA,NA,"Start","Yes","Yes","Me",NA,NA,NA,NA,NA,NA,"Yes",NA,"Tunes","Technology","No",NA,NA,NA,NA,"Supportive",NA,"Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No",NA,"Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No"
1271,1970,"Male",170,"Married (w/kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","No","Yes","No","A.M.","Yes","End","Yes","Yes","Me","No","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No",NA,NA,"Yes","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes"
1272,1989,"Female",12,"Married (no kids)","Current Undergraduate","No","Yes","No","No","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","No","Start","Yes","Yes","Circumstances","Yes","No","No","Yes","No","TMI","Yes","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No"
1273,1985,"Male",12,"Single (no kids)","Associate's Degree",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,"Yes","No","No","Yes","Science","Study first","Yes","No","No",NA,"Giving","Yes",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No","TMI",NA,"Yes","Tunes","People","No","Yes","Yes","No","No","Supportive","No","PC",NA,NA,NA,NA,NA,NA,NA,"Online","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","No",NA,NA,NA,NA,NA,"Pessimist","Dad",NA,"Yes","Yes","No","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes"
1274,1977,"Female",NA,"Married (w/kids)",NA,NA,NA,NA,NA,"No","No","Private","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","No","No","No","Receiving","Yes","No","Idealist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Talk","People","No","Yes","No","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes"
1275,NA,"Male",NA,NA,NA,"No","No","No","No","Yes","Yes","Private","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No",NA,"No","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes",NA,NA,"No","Yes",NA,NA,NA,NA,NA,"No","Yes","Yes","Yes",NA,"No","No","Yes","Yes","Rent",NA,NA,NA,NA,NA,NA,"Nope","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes"
1276,1981,"Male",170,"Married (no kids)","Bachelor's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Right","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No"
1277,1984,"Female",170,"Single (no kids)","Bachelor's Degree","No","No","Yes","Yes","Yes","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Yay people!","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","Yes","No",NA,NA,NA,NA,NA,NA,"No"
1278,1994,"Female",NA,"Single (no kids)","Current Undergraduate",NA,NA,"Yes","No","Yes","No","Public","No","No","Yes","Yes","No","No","Yes","Science","Try first","No","Yes","No","No","Receiving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","No","No","Yes","A.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No",NA,"Tunes","People","No","Yes","Yes","Yes","Yes",NA,NA,NA,"No","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Rent","Pessimist","Dad","No","No","No","No","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","No"
1279,1978,"Female",37.5,"Single (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","Yes","Yes","Private","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,"Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.",NA,"Start","Yes","Yes","Me","No","No","Yes","Yes","No","Mysterious","Yes","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","Yes",NA,"No",NA,NA,"In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes"
1280,1986,"Male",37.5,"Single (no kids)","Bachelor's Degree","Yes","Yes","No","No","No","No","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes",NA,"No","Yes","Yes","Yes","P.M.","No","Start","No","Yes","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Rent","Pessimist","Dad","No","No","No","No","Nope","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes"
1281,1955,"Female",NA,"Married (w/kids)","Master's Degree","No","No","No","No","Yes","Yes","Private","Yes",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,"No","Yes","Giving","Yes",NA,"Pragmatist","No","No","Cool headed",NA,"Yes","Happy",NA,"Yes","No","No",NA,"Yes",NA,"Yes","No",NA,"No","No","No","Yes","No",NA,NA,NA,"Talk",NA,"Yes","No","Yes",NA,"No","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No",NA,"No",NA,NA,"Yes","Yes","Yes","Yay people!",NA,NA,NA,NA,"Yes","No","Yes","No",NA,NA,NA,NA,NA,"Optimist",NA,"Yes","Yes","Yes","Yes","Check!","Yes",NA,NA,NA,"Yes",NA,"Yes",NA,NA,"Yes"
1282,1965,"Male",170,"Married (w/kids)","Master's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Yes","No","Supportive","No","PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Check!","Yes","No","No","Yes","No","Yes","Yes","No","No",NA
1283,1992,"Male",37.5,"Single (no kids)","High School Diploma","Yes","Yes","No","Yes","Yes","No","Public",NA,"Yes","No","Yes","Yes","No","Yes","Art",NA,NA,NA,NA,"No",NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","P.M.",NA,NA,NA,NA,"Me","Yes",NA,"No",NA,"No",NA,"No","No","Tunes","Technology","No","No",NA,NA,"No",NA,"No","PC","No","Cautious","No","Yes!","No","Space",NA,"In-person","No",NA,"No","Yes","Grrr people","No","No","Yes","No",NA,"Yes",NA,"No","No","No","Yes",NA,"Rent","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","No",NA,"No","Yes",NA,"No","No"
1285,1995,"Male",125,"Single (no kids)","Current K-12","No","Yes","No","No","Yes","No","Public","Yes","No","Yes","No","No","Yes","Yes","Science","Study first","Yes","No","Yes","No","Receiving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","No","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No"
1286,1951,"Female",87.5,"Single (w/kids)","High School Diploma","No","No","No","No","No","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Art","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Yes!","Yes","Space","No","Online","No","Yes","Yes","No","Grrr people","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes"
